com.medigy.persist.reference.type.clincial.Icd9.code,shortDescr,mediumDescr,longDescr
873.33,OPEN WOUND NAS SINUS COMPL,OPEN WOUND NAS SINUS COMPLICATED,OPEN WOUND OF NASAL SINUS COMPLICATED
873.39,MULT OPEN WOUND UNSP COMPL,MULT OPEN WOUND UNSP COMPLICATED,OPEN WOUND OF MULTIPLE SITES COMPLICATED
873.4,OPEN WOUND OF FACE UNSPEC,OPEN WOUND OF FACE UNSPEC,OPEN WOUND OF FACE UNSPECIFIED SITE UNCOMPLICATED
873.41,OPEN WOUND OF CHEEK,OPEN WOUND OF CHEEK,OPEN WOUND OF CHEEK UNCOMPLICATED
873.42,OPEN WOUND OF FOREHEAD,OPEN WOUND OF FOREHEAD,OPEN WOUND OF FOREHEAD UNCOMPLICATED
873.43,OPEN WOUND OF LIP,OPEN WOUND OF LIP,OPEN WOUND OF LIP UNCOMPLICATED
873.44,OPEN WOUND OF JAW,OPEN WOUND OF JAW,OPEN WOUND OF JAW UNCOMPLICATED
873.49,OPEN WOUND OF FACE OT,OPEN WOUND OF FACE OT,OPEN WOUND OF OTHER AND MULTIPLE SITES UNCOMPLICATED
873.5,OPEN WOUND FACE UNSP COMPL,OPEN WOUND FACE UNSP COMPLICATED,OPEN WOUND OF FACE UNSPECIFIED SITE COMPLICATED
873.51,OPEN WOUND CHEEK COMPL,OPEN WOUND CHEEK COMPLICATED,OPEN WOUND OF CHEEK COMPLICATED
873.52,OPEN WOUND FOREHEAD COMPL,OPEN WOUND FOREHEAD COMPLICATED,OPEN WOUND OF FOREHEAD COMPLICATED
873.53,OPEN WOUND LIP COMPLICAT,OPEN WOUND LIP COMPLICATEDICAT,OPEN WOUND OF LIP COMPLICATED
873.54,OPEN WOUND JAW COMPLICAT,OPEN WOUND JAW COMPLICATEDICAT,OPEN WOUND OF JAW COMPLICATED
873.59,OPEN WOUND FACE OT COMPL,OPEN WOUND FACE OT COMPLICATED,OPEN WOUND OF OTHER AND MULTIPLE SITES COMPLICATED
873.6,OPEN WOUND OF MOUTH UNSPEC,OPEN WOUND OF MOUTH UNSPEC,OPEN WOUND OF MOUTH UNSPECIFIED SITE UNCOMPLICATED
873.61,OPEN WOUND BUCCAL MUCOSA,OPEN WOUND BUCCAL MUCOSA,OPEN WOUND OF BUCCAL MUCOSA UNCOMPLICATED
873.62,OPEN WOUND OF GUM,OPEN WOUND OF GUM,OPEN WOUND OF GUM (ALVEOLAR PROCESS) UNCOMPLICATED
873.63,BROKEN TOOTH,BROKEN TOOTH,OPEN WOUND OF TOOTH (BROKEN) UNCOMPLICATED
873.64,OPEN WOUND TONGUE/MOUTH FLR,OPEN WOUND TONGUE/MOUTH FLR,OPEN WOUND OF TONGUE AND FLOOR OF MOUTH UNCOMPLICATED
873.65,OPEN WOUND OF PALATE,OPEN WOUND OF PALATE,OPEN WOUND OF PALATE UNCOMPLICATED
873.69,OPEN WOUND MOUTH OT,OPEN WOUND MOUTH OT,OPEN WOUND OF OTHER AND MULTIPLE SITES UNCOMPLICATED
873.7,OPEN WOUND MOUTH UNSP COMPL,OPEN WOUND MOUTH UNSP COMPLICATED,OPEN WOUND OF MOUTH UNSPECIFIED SITE COMPLICATED
873.71,OPEN WOUND BUC MUCOSA COMPL,OPEN WOUND BUC MUCOSA COMPLICATED,OPEN WOUND OF BUCCAL MUCOSA COMPLICATED
873.72,OPEN WOUND GUM COMPL,OPEN WOUND GUM COMPLICATED,OPEN WOUND OF GUM (ALVEOLAR PROCESS) COMPLICATED
873.73,BROKEN TOOTH COMPLICATED,BROKEN TOOTH COMPLICATED,OPEN WOUND OF TOOTH (BROKEN) COMPLICATED
873.74,OPEN WOUND TONGUE COMPL,OPEN WOUND TONGUE COMPLICATED,OPEN WOUND OF TONGUE AND FLOOR OF MOUTH COMPLICATED
873.75,OPEN WOUND PALATE COMPL,OPEN WOUND PALATE COMPLICATED,OPEN WOUND OF PALATE COMPLICATED
873.79,OPEN WOUND MOUTH UNSP COMPL,OPEN WOUND MOUTH UNSP COMPLICATED,OPEN WOUND OF OTHER AND MULTIPLE SITES COMPLICATED
873.8,OPEN WOUND OF HEAD OT,OPEN WOUND OF HEAD OT,OTHER AND UNSPECIFIED OPEN WOUND OF HEAD WITHOUT COMPLICATION
873.9,OPEN WOUND HEAD OT COMPL,OPEN WOUND HEAD OT COMPLICATED,OTHER AND UNSPECIFIED OPEN WOUND OF HEAD COMPLICATED
874,OPEN WOUND LARYNX W TRACHEA,OPEN WOUND LARYNX W TRACHEA,OPEN WOUND OF LARYNX WITH TRACHEA UNCOMPLICATED
874.01,OPEN WOUND OF LARYNX,OPEN WOUND OF LARYNX,OPEN WOUND OF LARYNX UNCOMPLICATED
874.02,OPEN WOUND OF TRACHEA,OPEN WOUND OF TRACHEA,OPEN WOUND OF TRACHEA UNCOMPLICATED
874.1,OPEN WOUND LARY W TRAC COMP,OPEN WOUND LARY W TRAC COMP,OPEN WOUND OF LARYNX WITH TRACHEA COMPLICATED
874.11,OPEN WOUND LARYNX COMPL,OPEN WOUND LARYNX COMPLICATED,OPEN WOUND OF LARYNX COMPLICATED
874.12,OPEN WOUND TRACHEA COMPL,OPEN WOUND TRACHEA COMPLICATED,OPEN WOUND OF TRACHEA COMPLICATED
874.2,OPEN WOUND THYROID GLAND,OPEN WOUND THYROID GLAND,OPEN WOUND OF THYROID GLAND WITHOUT COMPLICATION
874.3,OPEN WOUND THYROID COMPL,OPEN WOUND THYROID COMPLICATED,OPEN WOUND OF THYROID GLAND COMPLICATED
874.4,OPEN WOUND OF PHARYNX,OPEN WOUND OF PHARYNX,OPEN WOUND OF PHARYNX WITHOUT COMPLICATION
874.5,OPEN WOUND PHARYNX COMPL,OPEN WOUND PHARYNX COMPLICATED,OPEN WOUND OF PHARYNX COMPLICATED
874.8,OPEN WOUND OF NECK OT,OPEN WOUND OF NECK OT,OPEN WOUND OF OTHER AND UNSPECIFIED PARTS OF NECK WITHOUT COMPLICATION
874.9,OPEN WOUND NECK OT COMPL,OPEN WOUND NECK OT COMPLICATED,OPEN WOUND OF OTHER AND UNSPECIFIED PARTS OF NECK COMPLICATED
875,OPEN WOUND OF CHEST,OPEN WOUND OF CHEST,OPEN WOUND OF CHEST (WALL) WITHOUT COMPLICATION
875.1,OPEN WOUND CHEST COMPL,OPEN WOUND CHEST COMPLICATED,OPEN WOUND OF CHEST (WALL) COMPLICATED
876,OPEN WOUND OF BACK,OPEN WOUND OF BACK,OPEN WOUND OF BACK WITHOUT COMPLICATION
876.1,OPEN WOUND BACK COMPL,OPEN WOUND BACK COMPLICATED,OPEN WOUND OF BACK COMPLICATED
877,OPEN WOUND OF BUTTOCK,OPEN WOUND OF BUTTOCK,OPEN WOUND OF BUTTOCK WITHOUT COMPLICATION
877.1,OPEN WOUND BUTTOCK COMPL,OPEN WOUND BUTTOCK COMPLICATED,OPEN WOUND OF BUTTOCK COMPLICATED
878,OPEN WOUND OF PENIS,OPEN WOUND OF PENIS,OPEN WOUND OF PENIS WITHOUT COMPLICATION
878.1,OPEN WOUND PENIS COMPL,OPEN WOUND PENIS COMPLICATED,OPEN WOUND OF PENIS COMPLICATED
878.2,OPEN WOUND SCROTUM/TESTES,OPEN WOUND SCROTUM/TESTES,OPEN WOUND OF SCROTUM AND TESTES WITHOUT COMPLICATION
878.3,OPEN WOUND SCROT/TEST COMPL,OPEN WOUND SCROT/TEST COMPLICATED,OPEN WOUND OF SCROTUM AND TESTES COMPLICATED
878.4,OPEN WOUND OF VULVA,OPEN WOUND OF VULVA,OPEN WOUND OF VULVA WITHOUT COMPLICATION
878.5,OPEN WOUND VULVA COMPL,OPEN WOUND VULVA COMPLICATED,OPEN WOUND OF VULVA COMPLICATED
878.6,OPEN WOUND OF VAGINA,OPEN WOUND OF VAGINA,OPEN WOUND OF VAGINA WITHOUT COMPLICATION
878.7,OPEN WOUND VAGINA COMPL,OPEN WOUND VAGINA COMPLICATED,OPEN WOUND OF VAGINA COMPLICATED
878.8,OPEN WOUND GENITAL OT,OPEN WOUND GENITAL OT,OPEN WOUND OF OTHER AND UNSPECIFIED PARTS OF GENITAL ORGANS WITHOUT COMPLICATION
878.9,OPEN WOUND GENITAL OT COMP,OPEN WOUND GENITAL OT COMP,OPEN WOUND OF OTHER AND UNSPECIFIED PARTS OF GENITAL ORGANS COMPLICATED
879,OPEN WOUND OF BREAST,OPEN WOUND OF BREAST,OPEN WOUND OF BREAST WITHOUT COMPLICATION
879.1,OPEN WOUND BREAST COMPL,OPEN WOUND BREAST COMPLICATED,OPEN WOUND OF BREAST COMPLICATED
879.2,OPEN WOUND ANTERIOR ABDOMEN,OPEN WOUND ANTERIOR ABDOMEN,OPEN WOUND OF ABDOMINAL WALL ANTERIOR WITHOUT COMPLICATION
879.3,OPEN WOUND ANT ABDOMEN COMP,OPEN WOUND ANT ABDOMEN COMP,OPEN WOUND OF ABDOMINAL WALL ANTERIOR COMPLICATED
879.4,OPEN WOUND LATERAL ABDOMEN,OPEN WOUND LATERAL ABDOMEN,OPEN WOUND OF ABDOMINAL WALL LATERAL WITHOUT COMPLICATION
879.5,OPEN WOUND LAT ABDOMEN COMP,OPEN WOUND LAT ABDOMEN COMP,OPEN WOUND OF ABDOMINAL WALL LATERAL COMPLICATED
879.6,OPEN WOUND OF TRUNK OT,OPEN WOUND OF TRUNK OT,OPEN WOUND OF OTHER AND UNSPECIFIED PARTS OF TRUNK WITHOUT COMPLICATION
879.7,OPEN WOUND TRUNK OT COMPL,OPEN WOUND TRUNK OT COMPLICATED,OPEN WOUND OF OTHER AND UNSPECIFIED PARTS OF TRUNK COMPLICATED
879.8,OPEN WOUND SITE UNSPEC,OPEN WOUND SITE UNSPEC,OPEN WOUND(S) (MULTIPLE) OF UNSPECIFIED SITE(S) WITHOUT COMPLICATION
879.9,OPEN WOUND SITE UNSP COMPL,OPEN WOUND SITE UNSP COMPLICATED,OPEN WOUND(S) (MULTIPLE) OF UNSPECIFIED SITE(S) COMPLICATED
880,OPEN WOUND OF SHOULDER,OPEN WOUND OF SHOULDER,OPEN WOUND OF SHOULDER REGION WITHOUT COMPLICATION
880.01,OPEN WOUND OF SCAPULA,OPEN WOUND OF SCAPULA,OPEN WOUND OF SCAPULAR REGION WITHOUT COMPLICATION
880.02,OPEN WOUND OF AXILLA,OPEN WOUND OF AXILLA,OPEN WOUND OF AXILLARY REGION WITHOUT COMPLICATION
880.03,OPEN WOUND OF UPPER ARM,OPEN WOUND OF UPPER ARM,OPEN WOUND OF UPPER ARM WITHOUT COMPLICATION
880.09,MULT OPEN WOUND SHOULDER,MULT OPEN WOUND SHOULDER,OPEN WOUND OF MULTIPLE SITES OF SHOULDER AND UPPER ARM WITHOUT COMPLICATION
880.1,OPEN WOUND SHOULDER COMPL,OPEN WOUND SHOULDER COMPLICATED,OPEN WOUND OF SHOULDER REGION COMPLICATED
880.11,OPEN WOUND SCAPULA COMPL,OPEN WOUND SCAPULA COMPLICATED,OPEN WOUND OF SCAPULAR REGION COMPLICATED
880.12,OPEN WOUND AXILLA COMPL,OPEN WOUND AXILLA COMPLICATED,OPEN WOUND OF AXILLARY REGION COMPLICATED
880.13,OPEN WND UPPER ARM COMPL,OPEN WND UPPER ARM COMPLICATED,OPEN WOUND OF UPPER ARM COMPLICATED
880.19,MULT OPEN WOUND SHOULD COMP,MULT OPEN WOUND SHOULD COMP,OPEN WOUND OF MULTIPLE SITES OF SHOULDER AND UPPER ARM COMPLICATED
880.2,OPEN WOUND SHOULDR W TENDON,OPEN WOUND SHOULDR W TENDON,OPEN WOUND OF SHOULDER REGION WITH TENDON INVOLVEMENT
880.21,OPEN WOUND SCAPULA W TENDON,OPEN WOUND SCAPULA W TENDON,OPEN WOUND OF SCAPULAR REGION WITH TENDON INVOLVEMENT
880.22,OPEN WOUND AXILLA W TENDON,OPEN WOUND AXILLA W TENDON,OPEN WOUND OF AXILLARY REGION WITH TENDON INVOLVEMENT
880.23,OPEN WOUND UP ARM W TENDON,OPEN WOUND UP ARM W TENDON,OPEN WOUND OF UPPER ARM WITH TENDON INVOLVEMENT
880.29,MLT OPEN WOUND SHLDR W TEND,MLT OPEN WOUND SHLDR W TEND,OPEN WOUND OF MULTIPLE SITES OF SHOULDER AND UPPER ARM WITH TENDON INVOLVEMENT
881,OPEN WOUND OF FOREARM,OPEN WOUND OF FOREARM,OPEN WOUND OF FOREARM WITHOUT COMPLICATION
881.01,OPEN WOUND OF ELBOW,OPEN WOUND OF ELBOW,OPEN WOUND OF ELBOW WITHOUT COMPLICATION
881.02,OPEN WOUND OF WRIST,OPEN WOUND OF WRIST,OPEN WOUND OF WRIST WITHOUT COMPLICATION
881.1,OPEN WOUND FOREARM COMPL,OPEN WOUND FOREARM COMPLICATED,OPEN WOUND OF FOREARM COMPLICATED
881.11,OPEN WOUND ELBOW COMPLIC,OPEN WOUND ELBOW COMPLICATEDIC,OPEN WOUND OF ELBOW COMPLICATED
881.12,OPEN WOUND WRIST COMPLIC,OPEN WOUND WRIST COMPLICATEDIC,OPEN WOUND OF WRIST COMPLICATED
881.2,OPEN WOUND FOREARM W TENDN,OPEN WOUND FOREARM W TENDN,OPEN WOUND OF FOREARM WITH TENDON INVOLVEMENT
881.21,OPEN WOUND ELBOW W TENDON,OPEN WOUND ELBOW W TENDON,OPEN WOUND OF ELBOW WITH TENDON INVOLVEMENT
881.22,OPEN WOUND WRIST W TENDON,OPEN WOUND WRIST W TENDON,OPEN WOUND OF WRIST WITH TENDON INVOLVEMENT
882,OPEN WOUND OF HAND,OPEN WOUND OF HAND,OPEN WOUND OF HAND EXCEPT FINGERS ALONE WITHOUT COMPLICATION
882.1,OPEN WOUND HAND COMPLICAT,OPEN WOUND HAND COMPLICATEDICAT,OPEN WOUND OF HAND EXCEPT FINGERS ALONE COMPLICATED
882.2,OPEN WOUND HAND W TENDON,OPEN WOUND HAND W TENDON,OPEN WOUND OF HAND EXCEPT FINGERS ALONE WITH TENDON INVOLVEMENT
883,OPEN WOUND OF FINGER,OPEN WOUND OF FINGER,OPEN WOUND OF FINGERS WITHOUT COMPLICATION
883.1,OPEN WOUND FINGER COMPL,OPEN WOUND FINGER COMPLICATED,OPEN WOUND OF FINGERS COMPLICATED
883.2,OPEN WOUND FINGER W TENDON,OPEN WOUND FINGER W TENDON,OPEN WOUND OF FINGERS WITH TENDON INVOLVEMENT
884,OPEN WOUND ARM MULT/UNSPEC,OPEN WOUND ARM MULT/UNSPEC,MULTIPLE AND UNSPECIFIED OPEN WOUND OF UPPER LIMB WITHOUT COMPLICATION
884.1,OPEN WOUND ARM UNSP COMPL,OPEN WOUND ARM UNSP COMPLICATED,MULTIPLE AND UNSPECIFIED OPEN WOUND OF UPPER LIMB COMPLICATED
884.2,OPEN WOUND ARM UNSP W TENDON,OPEN WOUND ARM UNSP W TENDON,MULTIPLE AND UNSPECIFIED OPEN WOUND OF UPPER LIMB WITH TENDON INVOLVEMENT
885,AMPUTATION THUMB,TRAUMATIC AMPUTATION THUMB,TRAUMATIC AMPUTATION OF THUMB (COMPLETE)(PARTIAL) WITHOUT COMPLICATION
885.1,AMPUTATION THUMB COMPL,TRAUMATIC AMPUTATION THUMB COMPL,TRAUMATIC AMPUTATION OF THUMB (COMPLETE)(PARTIAL) COMPLICATED
886,AMPUTATION FINGER,TRAUMATIC AMPUTATION FINGER,TRAUMATIC AMPUTATION OF OTHER FINGER(S) (COMPLETE) (PARTIAL) WITHOUT COMPLICATION
886.1,AMPUTATION FINGER COMPL,TRAUMATIC AMPUTATION FINGER COMPL,TRAUMATIC AMPUTATION OF OTHER FINGER(S) (COMPLETE) (PARTIAL) COMPLICATED
887,AMPUTAT BELOW ELB UNILAT,TRAUMATIC AMPUTAT BELOW ELB UNILAT,TRAUMATIC AMPUTATION OF ARM AND HAND (COMPLETE) (PARTIAL) UNILATERAL BELOW ELBOW WITHOUT COMPLICATION
887.1,AMP BELOW ELB UNIL COMP,TRAUMATIC AMP BELOW ELB UNIL COMP,TRAUMATIC AMPUTATION OF ARM AND HAND (COMPLETE) (PARTIAL) UNILATERAL BELOW ELBOW COMPLICATED
887.2,AMPUTAT ABV ELBOW UNILAT,TRAUMATIC AMPUTAT ABV ELBOW UNILAT,TRAUMATIC AMPUTATION OF ARM AND HAND (COMPLETE) (PARTIAL) UNILATERAL AT OR ABOVE ELBOW WITHOUT COMPLICATION
887.3,AMPUTAT ABV ELB UNIL COMP,TRAUMATIC AMPUTAT ABV ELB UNIL COMP,TRAUMATIC AMPUTATION OF ARM AND HAND (COMPLETE) (PARTIAL) UNILATERAL AT OR ABOVE ELBOW COMPLICATED
887.4,AMPUTAT ARM UNILAT UNSPEC,TRAUMATIC AMPUTAT ARM UNILAT UNSPEC,TRAUMATIC AMPUTATION OF ARM AND HAND (COMPLETE) (PARTIAL) UNILATERAL LEVEL NOT SPECIFIED WITHOUT COMPLICATION
887.5,AMPUTAT ARM UNIL UNSP COMP,TRAUMATIC AMPUTAT ARM UNIL UNSP COM,TRAUMATIC AMPUTATION OF ARM AND HAND (COMPLETE) (PARTIAL) UNILATERAL LEVEL NOT SPECIFIED COMPLICATED
887.6,AMPUTATION ARM BILAT,TRAUMATIC AMPUTATION ARM BILAT,TRAUMATIC AMPUTATION OF ARM AND HAND (COMPLETE) (PARTIAL) BILATERAL (ANY LEVEL) WITHOUT COMPLICATION
887.7,AMPUTAT ARM BILAT COMPL,TRAUMATIC AMPUTAT ARM BILAT COMPL,TRAUMATIC AMPUTATION OF ARM AND HAND (COMPLETE) (PARTIAL) BILATERAL (ANY LEVEL) COMPLICATED
890,OPEN WOUND OF HIP/THIGH,OPEN WOUND OF HIP/THIGH,OPEN WOUND OF HIP AND THIGH WITHOUT COMPLICATION
890.1,OPEN WOUND HIP/THIGH COMPL,OPEN WOUND HIP/THIGH COMPLICATION,OPEN WOUND OF HIP AND THIGH COMPLICATED
890.2,OPEN WOUND HIP/THIGH W TEND,OPEN WOUND HIP/THIGH W TEND,OPEN WOUND OF HIP AND THIGH WITH TENDON INVOLVEMENT
891,OPEN WOUND KNEE/LEG/ANKLE,OPEN WOUND KNEE/LEG/ANKLE,OPEN WOUND OF KNEE LEG (EXCEPT THIGH) AND ANKLE WITHOUT COMPLICATION
891.1,OPEN WOUND KNEE/LEG COMPL,OPEN WOUND KNEE/LEG COMPLICATION,OPEN WOUND OF KNEE LEG (EXCEPT THIGH) AND ANKLE COMPLICATED
891.2,OPEN WOUND KNEE/LEG W TENDN,OPEN WOUND KNEE/LEG W TENDN,OPEN WOUND OF KNEE LEG (EXCEPT THIGH) AND ANKLE WITH TENDON INVOLVEMENT
892,OPEN WOUND OF FOOT,OPEN WOUND OF FOOT,OPEN WOUND OF FOOT EXCEPT TOE(S) ALONE WITHOUT COMPLICATION
892.1,OPEN WOUND FOOT COMPL,OPEN WOUND FOOT COMPLICATION,OPEN WOUND OF FOOT EXCEPT TOE(S) ALONE COMPLICATED
892.2,OPEN WOUND FOOT W TENDON,OPEN WOUND FOOT W TENDON,OPEN WOUND OF FOOT EXCEPT TOE(S) ALONE WITH TENDON INVOLVEMENT
893,OPEN WOUND OF TOE,OPEN WOUND OF TOE,OPEN WOUND OF TOE(S) WITHOUT COMPLICATION
893.1,OPEN WOUND TOE COMPL,OPEN WOUND TOE COMPLICATION,OPEN WOUND OF TOE(S) COMPLICATED
893.2,OPEN WOUND TOE W TENDON,OPEN WOUND TOE W TENDON,OPEN WOUND OF TOE(S) WITH TENDON INVOLVEMENT
894,OPEN WOUND OF LEG OT,OPEN WOUND OF LEG OT,MULTIPLE AND UNSPECIFIED OPEN WOUND OF LOWER LIMB WITHOUT COMPLICATION
894.1,OPEN WOUND LEG OT COMPL,OPEN WOUND LEG OT COMPLICATION,MULTIPLE AND UNSPECIFIED OPEN WOUND OF LOWER LIMB COMPLICATED
894.2,OPEN WND LEG OT W TENDON,OPEN WND LEG OT W TENDON,MULTIPLE AND UNSPECIFIED OPEN WOUND OF LOWER LIMB WITH TENDON INVOLVEMENT
895,AMPUTATION TOE,TRAUMATIC AMPUTATION TOE,TRAUMATIC AMPUTATION OF TOE(S) (COMPLETE) (PARTIAL) WITHOUT COMPLICATION
895.1,AMPUTATION TOE COMPLICAT,TRAUMATIC AMPUTATION TOE COMPLICA,TRAUMATIC AMPUTATION OF TOE(S) (COMPLETE) (PARTIAL) COMPLICATED
896,AMPUTATION FOOT UNILAT,TRAUMATIC AMPUTATION FOOT UNILAT,TRAUMATIC AMPUTATION OF FOOT (COMPLETE) (PARTIAL) UNILATERAL WITHOUT COMPLICATION
896.1,AMPUTAT FOOT UNILAT COMPL,TRAUMATIC AMPUTAT FOOT UNILAT COMPL,TRAUMATIC AMPUTATION OF FOOT (COMPLETE) (PARTIAL) UNILATERAL COMPLICATED
896.2,AMPUTATION FOOT BILAT,TRAUMATIC AMPUTATION FOOT BILAT,TRAUMATIC AMPUTATION OF FOOT (COMPLETE) (PARTIAL) BILATERAL WITHOUT COMPLICATION
896.3,AMPUTAT FOOT BILAT COMP,TRAUMATIC AMPUTAT FOOT BILAT COMP,TRAUMATIC AMPUTATION OF FOOT (COMPLETE) (PARTIAL) BILATERAL COMPLICATED
897,AMPUTAT BELOW KNEE UNILAT,TRAUMATIC AMPUTAT BELOW KNEE UNILAT,TRAUMATIC AMPUTATION OF LEG(S) (COMPLETE) (PARTIAL) UNILATERAL BELOW KNEE WITHOUT COMPLICATION
897.1,AMPUTAT BK UNILAT COMPL,TRAUMATIC AMPUTAT BK UNILAT COMPLIC,TRAUMATIC AMPUTATION OF LEG(S) (COMPLETE) (PARTIAL) UNILATERAL BELOW KNEE COMPLICATED
897.2,AMPUTAT ABOVE KNEE UNILAT,TRAUMATIC AMPUTAT ABOVE KNEE UNILAT,TRAUMATIC AMPUTATION OF LEG(S) (COMPLETE) (PARTIAL) UNILATERAL AT OR ABOVE KNEE WITHOUT COMPLICATION
897.3,AMPUTAT ABV KN UNIL COMPL,TRAUMATIC AMPUTAT ABV KN UNIL COMPL,TRAUMATIC AMPUTATION OF LEG(S) (COMPLETE) (PARTIAL) UNILATERAL AT OR ABOVE KNEE COMPLICATED
897.4,AMPUTAT LEG UNILAT UNSPEC,TRAUMATIC AMPUTAT LEG UNILAT UNSPEC,TRAUMATIC AMPUTATION OF LEG(S) (COMPLETE) (PARTIAL) UNILATERAL LEVEL NOT SPECIFIED WITHOUT COMPLICATION
897.5,AMPUTAT LEG UNIL UNSP COMP,TRAUMATIC AMPUTAT LEG UNIL UNS CMP,TRAUMATIC AMPUTATION OF LEG(S) (COMPLETE) (PARTIAL) UNILATERAL LEVEL NOT SPECIFIED COMPLICATED
897.6,AMPUTATION LEG BILAT,TRAUMATIC AMPUTATION LEG BILAT,TRAUMATIC AMPUTATION OF LEG(S) (COMPLETE) (PARTIAL) BILATERAL (ANY LEVEL) WITHOUT COMPLICATION
897.7,AMPUTAT LEG BILAT COMPL,TRAUMATIC AMPUTAT LEG BILAT COMPLIC,TRAUMATIC AMPUTATION OF LEG(S) (COMPLETE) (PARTIAL) BILATERAL (ANY LEVEL) COMPLICATED
900,INJUR CAROTID ARTERY UNSPEC,UNS INJURY TO CAROTID ARTERY,INJURY TO CAROTID ARTERY UNSPECIFIED
900.01,INJURY COMMON CAROTID ARTER,INJURY TO COMMON CAROTID ARTER,INJURY TO COMMON CAROTID ARTERY
900.02,INJURY EXTERNAL CAROTID ART,INJURY TO EXTERNAL CAROTID ART,INJURY TO EXTERNAL CAROTID ARTERY
900.03,INJURY INTERNAL CAROTID ART,INJURY TO INTERNAL CAROTID ART,INJURY TO INTERNAL CAROTID ARTERY
900.1,INJURY INTERNL JUGULAR VEIN,INJURY TO INTERNL JUGULAR VEIN,INJURY TO INTERNAL JUGULAR VEIN
900.81,INJURY EXTERN JUGULAR VEIN,INJURY TO EXTERN JUGULAR VEIN,INJURY TO EXTERNAL JUGULAR VEIN
900.82,INJURY MLT HEAD/NECK VESSEL,INJURY TO MLT HEAD/NECK VESSEL,INJURY TO MULTIPLE BLOOD VESSELS OF HEAD AND NECK
900.89,INJURY HEAD/NECK VESSEL OT,INJURY TO HEAD/NECK VESSEL OT,INJURY TO OTHER SPECIFIED BLOOD VESSELS OF HEAD AND NECK
900.9,INJURY HEAD/NECK VESSEL UNSP,INJURY TO HEAD/NECK VESSEL UNSP,INJURY TO UNSPECIFIED BLOOD VESSEL OF HEAD AND NECK
901,INJURY THORACIC AORTA,INJURY TO THORACIC AORTA,INJURY TO THORACIC AORTA
901.1,INJURY INNOMIN/SUBCLAV ART,INJURY TO INNOMIN/SUBCLAV ART,INJURY TO INNOMINATE AND SUBCLAVIAN ARTERIES
901.2,INJURY SUPERIOR VENA CAVA,INJURY TO SUPERIOR VENA CAVA,INJURY TO SUPERIOR VENA CAVA
901.3,INJURY INNOMIN/SUBCLAV VEIN,INJURY TO INNOMIN/SUBCLAV VEIN,INJURY TO INNOMINATE AND SUBCLAVIAN VEINS
901.4,INJURY PULMONARY VESSEL UNSP,INJURY TO PULMONARY VESSEL UNSP,INJURY TO PULMONARY VESSEL(S) UNSPECIFIED
901.41,INJURY PULMONARY ARTERY,INJURY TO PULMONARY ARTERY,INJURY TO PULMONARY ARTERY
901.42,INJURY PULMONARY VEIN,INJURY TO PULMONARY VEIN,INJURY TO PULMONARY VEIN
901.81,INJURY INTERCOSTAL ART/VEIN,INJURY TO INTERCOSTAL ART/VEIN,INJURY TO INTERCOSTAL ARTERY OR VEIN
901.82,INJURY INT MAMMARY ART/VEIN,INJURY TO INT MAMMARY ART/VEIN,INJURY TO INTERNAL MAMMARY ARTERY OR VEIN
901.83,INJURY MULT THORACIC VESSEL,INJURY TO MULT THORACIC VESSEL,INJURY TO MULTIPLE BLOOD VESSELS OF THORAX
901.89,INJURY THORACIC VESSEL OT,INJURY TO THORACIC VESSEL OT,INJURY TO OTHER SPECIFIED BLOOD VESSELS OF THORAX
901.9,INJURY THORACIC VESSEL UNSP,INJURY TO THORACIC VESSEL UNSP,INJURY TO UNSPECIFIED BLOOD VESSEL OF THORAX
902,INJURY ABDOMINAL AORTA,INJURY TO ABDOMINAL AORTA,INJURY TO ABDOMINAL AORTA
902.1,INJURY INFER VENA CAVA UNSP,INJURY TO INFER VENA CAVA UNSP,INJURY TO INFERIOR VENA CAVA UNSPECIFIED
902.11,INJURY HEPATIC VEINS,INJURY TO HEPATIC VEINS,INJURY TO HEPATIC VEINS
902.19,INJURY INFER VENA CAVA OT,INJURY TO INFER VENA CAVA OT,INJURY TO OTHER SPECIFIED BRANCHES OF INFERIOR VENA CAVA
902.2,INJURY CELIAC/MESEN ART UNSP,INJURY TO CELIAC/MESEN ART UNSP,INJURY TO CELIAC AND MESENTERIC ARTERIES UNSPECIFIED
902.21,INJURY GASTRIC ARTERY,INJURY TO GASTRIC ARTERY,INJURY TO GASTRIC ARTERY
902.22,INJURY HEPATIC ARTERY,INJURY TO HEPATIC ARTERY,INJURY TO HEPATIC ARTERY
902.23,INJURY SPLENIC ARTERY,INJURY TO SPLENIC ARTERY,INJURY TO SPLENIC ARTERY
902.24,INJURY CELIAC AXIS OT,INJURY TO CELIAC AXIS OT,INJURY TO OTHER SPECIFIED BRANCHES OF CELIAC AXIS
902.25,INJURY SUPER MESENTERIC ART,INJURY TO SUPER MESENTERIC ART,INJURY TO SUPERIOR MESENTERIC ARTERY (TRUNK)
902.26,INJURY BRNCH SUP MESENT ART,INJURY TO BRNCH SUP MESENT ART,INJURY TO PRIMARY BRANCHES OF SUPERIOR MESENTERIC ARTERY
902.27,INJURY INFER MESENTERIC ART,INJURY TO INFER MESENTERIC ART,INJURY TO INFERIOR MESENTERIC ARTERY
